store_id,store_name,address,city,state,zip_code,phone_number,lat,long,status,radius_km
5603253,Albertsons,8938 Trautwein Rd,Riverside,CA,92508,(951) 656-6603,33.8903082,-117.3228998,blue,30.0
5603515,Albertsons,8920 Fletcher Pkwy,La Mesa,CA,91942,(619) 667-4343,32.785795,-117.005347,blue,30.0
5603147,Albertsons,8880 Valley View St,Buena Park,CA,90620,(714) 236-8200,33.833704,-118.027216,blue,30.0
5603307,Albertsons,8850 Foothill Blvd,Rancho Cucamonga,CA,91730,(909) 484-7237,34.108405,-117.612205,red,30.0
5603276,Albertsons,8650 Lake Murray Blvd,San Diego,CA,92119,(619) 697-8896,32.802686,-117.012841,blue,30.0
5603241,Albertsons,861 E Warner Rd,Gilbert,AZ,85296,(480) 558-0105,33.333942,-111.77189,blue,30.0
5603439,Albertsons,850 E Loop 820,Fort Worth,TX,76112,(817) 451-0306,32.7672814,-97.2152349,blue,30.0
5603260,Albertsons,8440 E Chapman Ave,Orange,CA,92869,(714) 771-6996,33.791809,-117.763491,blue,30.0
5603396,Albertsons,8410 Farm Rd,Las Vegas,NV,89131,(702) 658-2030,36.300361,-115.279929,blue,30.0
5603362,Albertsons,840 E Hobson Way,Blythe,CA,92225,(760) 922-4099,33.609464,-114.587213,red,30.0
5603235,Albertsons,8350 W Cheyenne Ave,Las Vegas,NV,89129,(702) 395-2700,36.219701,-115.275205,blue,30.0
5603442,Albertsons,833 Ne Alsbury Blvd,Burleson,TX,76028,(817) 447-9106,32.564446,-97.32154,red,30.0
5603564,Albertsons,8240 W Deer Valley Rd,Peoria,AZ,85382,(623) 572-5744,33.682683,-112.236524,blue,30.0
5603304,Albertsons,8200 E Stockdale Hwy,Bakersfield,CA,93311,(661) 833-6071,35.355504,-119.093319,red,30.0
5603224,Albertsons,810 S State College Blvd,Anaheim,CA,92806,(714) 533-4790,33.831271,-117.888626,blue,30.0
5603252,Albertsons,804 Avenida Pico,San Clemente,CA,92673,(949) 492-1755,33.442944,-117.614196,red,30.0
5603285,Albertsons,8035 N 19th Ave,Phoenix,AZ,85021,(602) 678-0895,33.554053,-112.099011,blue,30.0
5868964,Albertsons,7975 Blue Diamond Rd,Las Vegas,NV,89178,(702) 614-4221,36.01853,-115.264909,blue,30.0
5603329,Albertsons,7900 White Ln,Bakersfield,CA,93309,(661) 836-9691,35.319223,-119.090396,blue,30.0
5603172,Albertsons,775 S Tucker Rd,Tehachapi,CA,93561,(661) 823-7090,35.125769,-118.469619,red,30.0
5603181,Albertsons,7676 Firestone Blvd,Downey,CA,90241,(562) 869-9670,33.945267,-118.143997,blue,30.0
5603163,Albertsons,7515 Perkins Rd,Baton Rouge,LA,70808,(225) 769-6100,30.39672585,-91.11008211,blue,30.0
5603488,Albertsons,7500 Sw Baseline Rd,Hillsboro,OR,97123,(503) 591-7557,45.51482975,-122.9039142,blue,30.0
5603357,Albertsons,74590 Hwy 111,Palm Desert,CA,92260,(760) 346-2566,33.722768,-116.363836,red,30.0
5603167,Albertsons,745 N Dixie Dr,Saint George,UT,84770,(435) 688-7156,37.121021,-113.624747,blue,30.0
5603412,Albertsons,7400 Oakmont Blvd,Fort Worth,TX,76132,(817) 423-9556,32.662744,-97.419965,blue,30.0
5603273,Albertsons,7350 S Rainbow Blvd,Las Vegas,NV,89139,(702) 739-1033,36.054751,-115.24176,blue,30.0
5603557,Albertsons,7300 N La Cholla Blvd,Tucson,AZ,85741,(520) 575-0993,32.339237,-111.011537,blue,30.0
5603171,Albertsons,730 Quintana Rd,Morro Bay,CA,93442,(805) 772-0670,35.367501,-120.84444,red,30.0
5603399,Albertsons,7271 S Eastern Ave,Las Vegas,NV,89119,(702) 269-7166,36.05796,-115.120079,blue,30.0
5603146,Albertsons,7201 Yorktown Ave,Huntington Beach,CA,92648,(714) 536-6449,33.680957,-118.002804,blue,30.0
5603242,Albertsons,7201 Boulder Ave,Highland,CA,92346,(909) 425-9100,34.12384,-117.194137,blue,30.0
5603534,Albertsons,720 3rd Ave,Chula Vista,CA,91910,(619) 498-5160,32.62659,-117.075233,blue,30.0
5603150,Albertsons,7151 W Craig Rd,Las Vegas,NV,89129,(702) 839-9034,36.2381476,-115.2502461,blue,30.0
5603198,Albertsons,715 12th Ave S,Nampa,ID,83651,(208) 466-2481,43.57438006,-116.5669057,red,30.0
5603350,Albertsons,7127 Hollister Ave #27,Goleta,CA,93117,(805) 968-3558,34.42776335,-119.8765165,blue,30.0
5603192,Albertsons,7100 W State St,Boise,ID,83714,(208) 342-2756,43.668781,-116.277811,blue,30.0
5603512,Albertsons,7090 Broadway,Lemon Grove,CA,91945,(619) 463-4418,32.7438052,-117.0453883,blue,30.0
5603550,Albertsons,7075 W Ann Rd,Las Vegas,NV,89130,(702) 839-2727,36.2609353,-115.2477717,blue,30.0
5603202,Albertsons,7070 Archibald Ave,Corona,CA,92880,(951) 279-0333,33.959366,-117.591672,blue,30.0
5603385,Albertsons,7022 N Mesa St,El Paso,TX,79912,(915) 584-9460,31.8371869,-106.5516859,blue,30.0
5603325,Albertsons,700 E Avalon St,Kuna,ID,83634,(208) 922-9834,43.489585,-116.405444,blue,30.0
5603549,Albertsons,6999 Jackrabbit Ln,Belgrade,MT,59714,(406) 388-0901,45.771702,-111.187185,red,30.0
5603560,Albertsons,6965 N Hayden Rd,Scottsdale,AZ,85250,(480) 991-9707,33.537481,-111.906659,blue,30.0
5603548,Albertsons,6885 E Lake Mead Blvd,Las Vegas,NV,89156,(702) 453-0845,36.194703,-115.024314,red,30.0
5603419,Albertsons,6755 Westminster Blvd,Westminster,CA,92683,(714) 898-3668,33.76129659,-118.0091778,blue,30.0
12060137,Albertsons,6730 N Hualapai Way,Las Vegas,NV,89149,(702) 670-4942,36.2837277,-115.3129919,blue,30.0
5603443,Albertsons,6700 W Freeway,Fort Worth,TX,76116,(817) 377-8074,32.736949,-97.433047,blue,30.0
5603155,Albertsons,670 Main St,Billings,MT,59105,(406) 245-8792,45.810565,-108.473331,red,30.0
5603471,Albertsons,6601 Quail Hill Pkwy,Irvine,CA,92603,(949) 509-6109,33.655922,-117.778289,blue,30.0
5603559,Albertsons,6600 E Grant Rd,Tucson,AZ,85715,(520) 885-6109,32.247765,-110.851942,blue,30.0
5603216,Albertsons,6560 S Federal Way,Boise,ID,83716,(208) 429-1084,43.542882,-116.153751,blue,30.0
5603531,Albertsons,655 14th St,San Diego,CA,92101,(619) 237-1247,32.71207006,-117.1513545,blue,30.0
5603156,Albertsons,640 Hwy 16,Emmett,ID,83617,(208) 365-4420,43.8624564,-116.4912509,blue,30.0
5603420,Albertsons,6308 Lake Worth Blvd,Lake Worth,TX,76135,(817) 237-8124,32.811082,-97.422322,blue,30.0
5603438,Albertsons,6249 Rufe Snow Dr,Watauga,TX,76148,(817) 428-0541,32.859068,-97.239451,blue,30.0
5603306,Albertsons,6240 Foothill Blvd,Tujunga,CA,91042,(818) 248-2745,34.240925,-118.267272,blue,30.0
5603297,Albertsons,6220 Us Hwy 287,Arlington,TX,76001,(817) 478-8901,32.64407644,-97.18656377,blue,30.0
5603256,Albertsons,615 Sw Keck Dr,Mcminnville,OR,97128,(503) 474-1087,45.1964171,-123.205106,red,30.0
5603403,Albertsons,611 N 27th St,Billings,MT,59101,(406) 248-7474,45.787813,-108.508542,blue,30.0
5603180,Albertsons,6045 Coffee Rd,Bakersfield,CA,93308,(661) 587-2870,35.41395,-119.093999,blue,30.0
5603159,Albertsons,5975 W Tropicana Ave,Las Vegas,NV,89103,(702) 889-2000,36.098792,-115.224005,blue,30.0
5603423,Albertsons,5950 S Cooper St,Arlington,TX,76017,(817) 557-0185,32.649559,-97.136727,blue,30.0
5603177,Albertsons,590 E 17th St,Idaho Falls,ID,83404,(208) 523-0950,43.481574,-112.021111,red,30.0
5603408,Albertsons,5881 E Charleston Blvd,Las Vegas,NV,89142,(702) 457-1400,36.158195,-115.045081,blue,30.0
5603484,Albertsons,5850 Ne Prescott,Portland,OR,97218,(503) 284-5083,45.55462,-122.602735,red,30.0
5603359,Albertsons,5801 Calle Real,Goleta,CA,93117,(805) 964-2318,34.44068357,-119.8261981,red,30.0
5603506,Albertsons,5800 Yellowstone Rd,Cheyenne,WY,82009,(307) 637-8171,41.172639,-104.829934,red,30.0
5603483,Albertsons,5755 S Main St,Springfield,OR,97478,(541) 746-1653,44.044177,-122.927453,red,30.0
5603313,Albertsons,575 College Dr,Henderson,NV,89015,(702) 568-0115,36.013736,-114.96496,blue,30.0
5603437,Albertsons,5710 Broadway Blvd,Garland,TX,75043,(972) 240-7339,32.846037,-96.594287,blue,30.0
5603291,Albertsons,5630 N Desert Blvd,El Paso,TX,79912,(915) 845-5069,31.864453,-106.575242,blue,30.0
5603143,Albertsons,5500 Boulder Hwy,Las Vegas,NV,89122,(702) 435-6777,36.101592,-115.054056,blue,30.0
5603475,Albertsons,55 Division Ave,Eugene,OR,97404,(541) 689-3960,44.100596,-123.128362,blue,30.0
5603535,Albertsons,543 Sweetwater Rd,Spring Valley,CA,91977,(619) 461-5700,32.708059,-117.008687,blue,30.0
1064225072,Albertsons,54151 Us Hwy 2 E,Glasgow,MT,59230,(406) 228-4701,48.1995263,-106.6390269,red,30.0
5603379,Albertsons,541 S Reino Rd,Newbury Park,CA,91320,(805) 499-7795,34.169628,-118.956504,red,30.0
80281483,Albertsons,5317 Grand Ave,Billings,MT,59106,(406) 371-2755,45.785297,-108.650959,blue,30.0
5603203,Albertsons,528 N Main St,Mountain Home,ID,83647,(208) 587-5460,43.1346324,-115.6970398,red,30.0
5603139,Albertsons,5200 Montana Ave,El Paso,TX,79903,(915) 778-8996,31.782846,-106.426703,red,30.0
5603378,Albertsons,519 S Haynes Ave,Miles City,MT,59301,(406) 232-2580,46.403312,-105.823879,red,30.0
5603458,Albertsons,511 Central Ave,Billings,MT,59102,(406) 245-0115,45.770463,-108.52977,blue,30.0
5603200,Albertsons,5100 W Overland Rd,Boise,ID,83705,(208) 336-1372,43.591726,-116.245161,blue,30.0
5603290,Albertsons,5085 N La Canada Dr,Tucson,AZ,85704,(520) 696-0325,32.298664,-110.996567,blue,30.0
5603387,Albertsons,5040 W Cactus Rd,Glendale,AZ,85304,(602) 843-1871,33.597433,-112.16769,blue,30.0
5603221,Albertsons,5015 Del Amo Blvd,Lakewood,CA,90712,(562) 634-0405,33.847676,-118.134267,blue,30.0
5603319,Albertsons,501 W Main St,Cut Bank,MT,59427,(406) 873-5035,48.640425,-112.336983,red,30.0
5603543,Albertsons,4909 E Main St,Farmington,NM,87402,(505) 325-1486,36.76624,-108.146468,red,30.0
5603209,Albertsons,490 N 2nd E,Rexburg,ID,83440,(208) 356-0555,43.836279,-111.775839,red,30.0
5603371,Albertsons,4857 Government St,Baton Rouge,LA,70806,(225) 216-7226,30.445041,-91.140187,blue,30.0
5603499,Albertsons,4850 W Craig Rd,Las Vegas,NV,89130,(702) 515-1455,36.2404438,-115.2092021,blue,30.0
5603322,Albertsons,4800 Blue Diamond Rd,Las Vegas,NV,89139,(702) 260-0318,36.035099,-115.206592,blue,30.0
5603445,Albertsons,480 Northwest Pkwy,Azle,TX,76020,(817) 270-1116,32.901242,-97.54444,blue,30.0
5603468,Albertsons,4740 Royal Ave,Eugene,OR,97402,(541) 688-6497,44.068711,-123.17934,blue,30.0
5603211,Albertsons,4700 N Eagle Rd,Boise,ID,83713,(208) 939-5145,43.647404,-116.352524,red,30.0
47818739,Albertsons,4657 S Eagle Rd,Meridian,ID,83642,(208) 272-9727,43.56239409,-116.356577,blue,30.0
5603451,Albertsons,4621 Ne Sunset Blvd,Renton,WA,98059,(425) 271-2564,47.503688,-122.1573,blue,30.0
5603195,Albertsons,4550 E Chapman Ave,Orange,CA,92869,(714) 771-3139,33.786781,-117.804397,blue,30.0
5603492,Albertsons,4541 Campus Dr,Irvine,CA,92612,(949) 854-8282,33.650175,-117.831344,blue,30.0
5603477,Albertsons,451 Ne 181st St,Portland,OR,97230,(503) 666-3801,45.525536,-122.478723,blue,30.0
5603164,Albertsons,450 E Cypress Ave,Redlands,CA,92373,(909) 792-1114,34.048851,-117.171502,red,30.0
5603174,Albertsons,4415 W 7th St,Texarkana,TX,75501,(903) 831-7226,33.417063,-94.0992,red,30.0
5603225,Albertsons,441 N Val Vista Dr,Mesa,AZ,85213,(480) 830-5132,33.423873,-111.75245,blue,30.0
5603421,Albertsons,4400 Western Center Blvd,Fort Worth,TX,76137,(817) 232-2180,32.860056,-97.291028,blue,30.0
5603166,Albertsons,43543 20th St W,Lancaster,CA,93534,(661) 940-4747,34.67372687,-118.1676939,red,30.0
5603428,Albertsons,4351 Fm 2181,Corinth,TX,76210,(940) 321-4540,33.131581,-97.043361,red,30.0
5603415,Albertsons,427 E Fm 1382,Cedar Hill,TX,75104,(972) 291-9863,32.59314668,-96.93525057,blue,30.0
5603478,Albertsons,42095 Washington St,Palm Desert,CA,92211,(760) 360-6322,33.7428456,-116.3055706,blue,30.0
5603530,Albertsons,4150 Oceanside Blvd,Oceanside,CA,92056,(760) 940-8282,33.207748,-117.287328,blue,30.0
5603142,Albertsons,415 Cleveland Blvd,Caldwell,ID,83605,(208) 459-3411,43.667145,-116.693089,blue,30.0
5603189,Albertsons,415 Blaine St,Wolf Point,MT,59201,(406) 653-1700,48.092415,-105.643503,red,30.0
5603271,Albertsons,41000 California Oaks Rd,Murrieta,CA,92562,(951) 600-1027,33.5669604,-117.2038121,blue,30.0
5603292,Albertsons,4060 W Ray Rd,Chandler,AZ,85226,(480) 491-1026,33.321482,-111.912366,blue,30.0
5603520,Albertsons,4060 Ryan St S,Lake Charles,LA,70605,(337) 478-8995,30.185313,-93.2201105,red,30.0
5603392,Albertsons,4055 S Durango Dr,Las Vegas,NV,89147,(702) 869-1474,36.11605,-115.280296,blue,30.0
5603205,Albertsons,405 S Main St,Payette,ID,83661,(208) 642-9075,44.0701839,-116.934123,red,30.0
5603265,Albertsons,40101 Monterey Ave,Rancho Mirage,CA,92270,(760) 674-4769,33.757464,-116.391729,blue,30.0
5603247,Albertsons,400 Bridge St,Clarkston,WA,99403,(509) 758-5523,46.421235,-117.0430024,red,30.0
5603274,Albertsons,3925 Mission Ave,Oceanside,CA,92058,(760) 433-8107,33.227604,-117.323933,blue,30.0
5603339,Albertsons,3925 236th Ave Ne,Redmond,WA,98053,(425) 836-8112,47.645239,-122.026141,blue,30.0
5603527,Albertsons,39140 Winchester Rd,Murrieta,CA,92563,(951) 600-4461,33.5515,-117.138265,blue,30.0
5603414,Albertsons,3901 Crenshaw Blvd,Los Angeles,CA,90008,(323) 295-1919,34.0140587,-118.3357846,red,30.0
5603168,Albertsons,38727 Tierra Subida Ave,Palmdale,CA,93551,(661) 274-9557,34.585583,-118.148999,blue,30.0
5603141,Albertsons,3800 Russell St,Missoula,MT,59801,(406) 549-1547,46.83614,-114.015404,red,30.0
5603500,Albertsons,3710 State Line Ave,Texarkana,AR,71854,(870) 774-3146,33.459214,-94.04192,blue,30.0
5603218,Albertsons,3614 W State St,Boise,ID,83703,(208) 426-9614,43.640322,-116.232929,blue,30.0
5603411,Albertsons,3603 Mccann Rd,Longview,TX,75605,(903) 663-2082,32.543148,-94.755106,red,30.0
5603244,Albertsons,3563 Alton Rd,Fort Worth,TX,76109,(817) 548-1415,32.697836,-97.369149,blue,30.0
5603440,Albertsons,3525 Sycamore School Rd,Fort Worth,TX,76133,(817) 346-6497,32.634016,-97.371357,blue,30.0
5603338,Albertsons,3520 Pacific Ave Se,Olympia,WA,98501,(360) 459-9340,47.042711,-122.845752,red,30.0
5603301,Albertsons,3500 Panama Ln,Bakersfield,CA,93313,(661) 827-0394,35.296431,-119.041026,blue,30.0
11574196,Albertsons Market Street,3499 E Fairview Ave,Meridian,ID,83642,(208) 605-3752,43.618096,-116.351626,blue,30.0
5603526,Albertsons,3450 Marron Rd,Oceanside,CA,92056,(760) 729-3468,33.179257,-117.29643,blue,30.0
5603262,Albertsons,33601 Del Obispo St,Dana Point,CA,92629,(949) 496-7900,33.475052,-117.685946,blue,30.0
5603505,Albertsons,3355 E Pershing Blvd,Cheyenne,WY,82001,(307) 635-1151,41.144368,-104.769296,blue,30.0
5603213,Albertsons,3301 W Cherry Ln,Meridian,ID,83642,(208) 884-5471,43.61799919,-116.4343011,blue,30.0
5603196,Albertsons,330 E Benton St,Pocatello,ID,83201,(208) 233-0455,42.862699,-112.442694,red,30.0
5603254,Albertsons,3255 Grand Ave,Chino Hills,CA,91709,(909) 590-3660,34.001085,-117.734284,blue,30.0
5603555,Albertsons,325 S Power Rd,Mesa,AZ,85206,(480) 924-9001,33.4093,-111.682933,blue,30.0
5603444,Albertsons,320 Casa Linda Plaza,Dallas,TX,75218,(214) 319-7919,32.8340827,-96.6998217,blue,30.0
5603533,Albertsons,31960 Temecula Pkwy,Temecula,CA,92592,(951) 303-1133,33.482136,-117.100403,blue,30.0
5603395,Albertsons,3151 N Montana Ave,Helena,MT,59602,(406) 443-8557,46.618907,-112.018593,red,30.0
23014557,Albertsons,3150 N Zaragoza Rd,El Paso,TX,79938,(915) 995-3595,31.77902,-106.2490899,blue,30.0
5603563,Albertsons,3145 S Alma School Rd,Chandler,AZ,85248,(480) 899-7102,33.260778,-111.857319,blue,30.0
5603407,Albertsons,3137 Grand Ave,Billings,MT,59102,(406) 652-8370,45.784903,-108.592942,blue,30.0
5603391,Albertsons,3130 W Carefree Hwy,Phoenix,AZ,85086,(623) 582-4985,33.799488,-112.127011,blue,30.0
5603538,Albertsons,311 W College Dr,Durango,CO,81301,(970) 382-2224,37.271972,-107.885111,red,30.0
5603481,Albertsons,311 Coburg Rd,Eugene,OR,97401,(541) 342-7635,44.06467625,-123.073714,blue,30.0
5603223,Albertsons,3100 Mesa St,El Paso,TX,79902,(915) 351-1002,31.780656,-106.504006,blue,30.0
5603537,Albertsons,30901 Riverside Dr,Lake Elsinore,CA,92530,(951) 245-4461,33.686101,-117.366707,red,30.0
5603358,Albertsons,3075 Hilyard St,Eugene,OR,97405,(541) 687-1742,44.02311516,-123.0809696,blue,30.0
5603401,Albertsons,307 N Harmon St,Glendive,MT,59330,(406) 365-3324,47.1084866,-104.7277805,red,30.0
5603459,Albertsons,30530 Rancho California Rd,Temecula,CA,92591,(951) 694-0244,33.510117,-117.12721,blue,30.0
5603234,Albertsons,30241 Golden Lantern,Laguna Niguel,CA,92677,(949) 363-0456,33.523959,-117.687445,blue,30.0
5603393,Albertsons,3010 W Ann Rd,North Las Vegas,NV,89031,(702) 656-3103,36.262924,-115.181223,blue,30.0
5603418,Albertsons,301 Sw Plaza Shopping Center,Arlington,TX,76016,(817) 478-4291,32.676688,-97.19981,red,30.0
5603460,Albertsons,301 Marysville Mall #60,Marysville,WA,98270,(360) 659-5841,48.05094947,-122.1795681,red,30.0
5603434,Albertsons,3001 S Central Expy,Mckinney,TX,75070,(972) 548-1003,33.170487,-96.637198,blue,30.0
5603343,Albertsons,300 S Highland Springs Ave #7,Banning,CA,92220,(951) 769-1779,33.92485843,-116.9448755,blue,30.0
5603230,Albertsons,30 S 3rd St E,Malta,MT,59538,(406) 654-2041,48.35713573,-107.8734498,red,30.0
5603261,Albertsons,29941 Alicia Pkwy,Laguna Niguel,CA,92677,(949) 495-1891,33.528309,-117.717671,blue,30.0
5603476,Albertsons,298 E Live Oak Ave,Arcadia,CA,91006,(626) 446-1416,34.107609,-118.023469,blue,30.0
5603263,Albertsons,2975 Van Buren Blvd,Riverside,CA,92503,(951) 689-2252,33.909378,-117.437212,blue,30.0
5603511,Albertsons,2955 Alpine Blvd,Alpine,CA,91901,(619) 445-0231,32.832934,-116.750402,blue,30.0
5603154,Albertsons,2935 E Riggs Rd,Chandler,AZ,85249,(480) 802-1970,33.218231,-111.790815,blue,30.0
5603315,Albertsons,2910 Bicentennial Pkwy,Henderson,NV,89044,(702) 567-1023,35.942403,-115.117413,blue,30.0
5603275,Albertsons,2899 Jamacha Rd,El Cajon,CA,92019,(619) 660-9717,32.73921632,-116.9375405,blue,30.0
5603507,Albertsons,2885 E Desert Inn Rd,Las Vegas,NV,89121,(702) 792-7156,36.12871,-115.110847,blue,30.0
5603558,Albertsons,2854 N Campbell Ave,Tucson,AZ,85719,(520) 321-1212,32.258714,-110.942594,blue,30.0
5603402,Albertsons,2835 S Nellis Blvd,Las Vegas,NV,89121,(702) 457-1491,36.138577,-115.066872,blue,30.0
5603413,Albertsons,2828 Motley Dr,Mesquite,TX,75150,(972) 270-2406,32.803201,-96.644817,blue,30.0
5603509,Albertsons,28090 S Western Ave,San Pedro,CA,90732,(310) 831-1323,33.76533,-118.31014,blue,30.0
5603498,Albertsons,28047 Scott Rd,Murrieta,CA,92563,(951) 246-1586,33.639322,-117.169778,blue,30.0
5603286,Albertsons,2785 N Scottsdale Rd,Scottsdale,AZ,85257,(480) 947-6977,33.478884,-111.924411,red,30.0
5603474,Albertsons,27702 Crown Valley Pkwy Suite B,Ladera Ranch,CA,92694,(949) 364-2040,33.56232209,-117.646167,blue,30.0
5603175,Albertsons,27631 W Bouquet Canyon Rd,Saugus,CA,91350,(661) 296-9655,34.444157,-118.511694,blue,30.0
5603278,Albertsons,2750 Country Club Rd,Lake Charles,LA,70605,(337) 480-0424,30.1704956,-93.26535044,blue,30.0
5603389,Albertsons,2727 N Power Rd,Mesa,AZ,85215,(480) 396-9282,33.4651438,-111.6817211,blue,30.0
5603361,Albertsons,2691 Mt Vernon Ave,Bakersfield,CA,93306,(661) 872-3511,35.396037,-118.966105,blue,30.0
5603153,Albertsons,2678 Johnston St,Lafayette,LA,70503,(337) 233-2940,30.20883142,-92.03867921,blue,30.0
5603169,Albertsons,26521 Agoura Rd,Calabasas,CA,91302,(818) 880-9080,34.144793,-118.699512,blue,30.0
5603502,Albertsons,2625 E 2nd St,Casper,WY,82609,(307) 237-9361,42.848223,-106.292108,red,30.0
5603508,Albertsons,2610 S Douglas Hwy,Gillette,WY,82718,(307) 686-7352,44.27053105,-105.4950543,red,30.0
5603525,Albertsons,260 W Foothill Pkwy,Corona,CA,92882,(951) 340-1425,33.8436,-117.574223,blue,30.0
5603191,Albertsons,2582 Idaho St,Elko,NV,89801,(775) 738-8016,40.851662,-115.743086,red,30.0
5603551,Albertsons,2551 E Lohman Ave,Las Cruces,NM,88011,(575) 521-9837,32.316904,-106.743891,red,30.0
5603160,Albertsons,2550 S Fort Apache Rd,Las Vegas,NV,89117,(702) 242-1138,36.143327,-115.296264,blue,30.0
5603332,Albertsons,2550 32nd Ave W,Seattle,WA,98199,(206) 283-9434,47.64244475,-122.397949,red,30.0
5603170,Albertsons,2547 Rosamond,Rosamond,CA,93560,(661) 256-0756,34.865292,-118.176702,blue,30.0
5603284,Albertsons,252 W 32nd St,Yuma,AZ,85364,(928) 726-9500,32.6713745,-114.6210529,red,30.0
5603380,Albertsons,2501 N Main St,Las Cruces,NM,88001,(575) 524-1980,32.33364279,-106.7830783,blue,30.0
5603236,Albertsons,2500 E Imperial Hwy,Brea,CA,92821,(714) 671-1180,33.91004,-117.865163,red,30.0
5603204,Albertsons,2500 Blaine St,Caldwell,ID,83605,(208) 454-1271,43.652607,-116.671656,blue,30.0
5603214,Albertsons,250 S Eagle Rd,Eagle,ID,83616,(208) 939-9850,43.692397,-116.352458,blue,30.0
5603151,Albertsons,2469 Via Campo St,Montebello,CA,90640,(323) 888-2250,34.0311748,-118.1226002,blue,30.0
5603346,Albertsons,24251 Muirlands Blvd,Lake Forest,CA,92630,(949) 581-1642,33.630204,-117.706455,blue,30.0
5603258,Albertsons,2400 W Commonwealth Ave,Alhambra,CA,91803,(626) 293-7100,34.08645742,-118.149872,blue,30.0
5603210,Albertsons,2400 12th Ave Rd,Nampa,ID,83686,(208) 465-6597,43.545796,-116.57143,blue,30.0
5603528,Albertsons,23893 Clinton Keith Rd,Wildomar,CA,92595,(951) 600-4607,33.59569,-117.241618,blue,30.0
5603320,Albertsons,23850 Copperhill Dr,Valencia,CA,91354,(661) 775-0163,34.46252,-118.556604,blue,30.0
5603384,Albertsons,2378 W 24th St,Yuma,AZ,85364,(928) 343-2330,32.684837,-114.648527,blue,30.0
5603503,Albertsons,2334 Central Ave,Billings,MT,59102,(406) 656-8160,45.768537,-108.575261,blue,30.0
5603422,Albertsons,2321 W University Dr,Denton,TX,76201,(940) 383-2391,33.228647,-97.162961,blue,30.0
5603173,Albertsons,2320 S Broadway,Santa Maria,CA,93454,(805) 346-2077,34.917705,-120.43456,blue,30.0
5603259,Albertsons,23072 Alicia Pkwy,Mission Viejo,CA,92692,(949) 583-7337,33.627593,-117.6358071,blue,30.0
5603482,Albertsons,2301 Ashland St,Ashland,OR,97520,(541) 482-6320,42.18674821,-122.6708576,blue,30.0
5603149,Albertsons,2291 W Malvern Ave,Fullerton,CA,92833,(714) 992-6099,33.878538,-117.965983,blue,30.0
5603317,Albertsons,2265 S Macarthur Dr,Alexandria,LA,71301,(318) 487-9395,31.273966,-92.463416,red,30.0
5603368,Albertsons,2250 10th Ave S,Great Falls,MT,59405,(406) 727-3700,47.493234,-111.269123,red,30.0
5603425,Albertsons,225 E Spring St,Weatherford,TX,76086,(817) 594-9390,32.760408,-97.794076,blue,30.0
5603447,Albertsons,2230 N Reserve St,Missoula,MT,59808,(406) 728-1116,46.886351,-114.036597,blue,30.0
